"Rule","Section","Conditions","Match Type","Actions","Comments"
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.applinkdestination isset, then overwrite value of evar104 with contextdata.colesapp.dim.applinkdestination","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.colesplusvalue contains any of (value), then overwrite value of evar126 with contextdata.colesapp.dim.colesplusvalue","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.experienceCloudId isset, then overwrite value of prop75 with contextdata.colesapp.dim.experienceCloudId","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.tileclick isset, then set event454 to contextdata.colesapp.event.tileclick","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoleft isset, then overwrite value of evar139 with concatenated value (promoLeft : contextdata.colesapp.dim.promoleft)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoright isset, then overwrite value of evar139 with concatenated value (promoRight : contextdata.colesapp.dim.promoright)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promocentre isset, then overwrite value of evar139 with concatenated value (promoCentre : contextdata.colesapp.dim.promocentre)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promotrailing isset, then overwrite value of evar139 with concatenated value (promoTrailing : contextdata.colesapp.dim.promotrailing)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoleading isset, then overwrite value of evar139 with concatenated value (promoLeading : contextdata.colesapp.dim.promoleading)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.carousel isset, then overwrite value of evar139 with concatenated value (carousel : contextdata.colesapp.dim.carousel)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.browsebycategory isset, then overwrite value of evar139 with concatenated value (browseByCategory : contextdata.colesapp.dim.browsebycategory)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.catalogue isset, then overwrite value of evar139 with concatenated value (catalogue : contextdata.colesapp.dim.catalogue)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.tileslist isset, then overwrite value of mvvar1 with contextdata.colesapp.dim.tileslist","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoleft isset, then overwrite value of evar142 with custom value 'Promo Left Aligned'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoright isset, then overwrite value of evar142 with custom value 'Promo Right Aligned'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promocentre isset, then overwrite value of evar142 with custom value 'Promo Center Aligned'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promotrailing isset, then overwrite value of evar142 with custom value 'Promo Trailing'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoleading isset, then overwrite value of evar142 with custom value 'Promo Leading'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.carousel isset, then overwrite value of evar142 with custom value 'Carousel'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.browsebycategory isset, then overwrite value of evar142 with custom value 'Browse By Category'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.catalogue isset, then overwrite value of evar142 with custom value 'Catalogue'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename equals any of (colesapp:home:), then overwrite value of pagename with custom value 'colesapp:home'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.button isset, then overwrite value of evar139 with concatenated value (button : contextdata.colesapp.dim.button)","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.tiletap isset, then set event454 to custom value '1'","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
"18","Coles App - Dynamic Product Tab","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.promoid isset, then overwrite value of evar18 with contextdata.colesapp.dim.promoid","2024-06-12 Joris Recs Promo Template  | Parvesh mapped colesapp.dim.hubstitle to promos(l1) 12/11/24    | Parvesh mapped colesapp.dim.hubslink to evar107 13/11/2024 | AJ Added colesapp.dim.promoMbox 31/01/2025  | Joris mapped promodisplayed to e1 + promoclick to e2"
