"Rule","Section","Conditions","Match Type","Actions","Comments"
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:direct-to-boot:notification-services:allow), then overwrite value of evar156 with custom value 'allowed:Click & Collect'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:direct-to-boot:notification-services:not-now), then overwrite value of evar156 with custom value 'denied:Click & Collect'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.locationpermission isset, then overwrite value of evar144 with concatenated value (contextdata.colesapp.dim.locationpermission : contextdata.colesapp.dim.permissioncontext)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.locationpermissionstatus isset, then overwrite value of evar144 with concatenated value (contextdata.colesapp.dim.locationpermission : contextdata.colesapp.dim.permissioncontext : contextdata.colesapp.dim.locationpermissionstatus)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.locationpermission contains any of (allow,Allow), then set event446 to custom value '1'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.errortype isset, then set event499 to custom value '1'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.errortype isset, then overwrite value of evar67 with contextdata.colesapp.dim.errortype","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","overwrite value of campaign with contextdata.colesapp.dim.campaignid","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.deeplinkdestination isset, then overwrite value of contextdata.a.action with concatenated value (contextdata.a.action : contextdata.colesapp.dim.deeplinkdestination)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.deeplinkuri isset, then overwrite value of evar79 with contextdata.colesapp.dim.deeplinkuri","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","overwrite value of page_url with page_url","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.notificationpermission isset, then overwrite value of evar156 with contextdata.colesapp.dim.notificationpermission","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.slotSelectionStatus isset, then overwrite value of evar17 with contextdata.colesapp.dim.slotSelectionStatus","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename isset, then overwrite value of evar23 with pagename","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename equals any of (colesapp:shop-similar,colesapp:checkout:missing-anything), then delete value of evar23","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.actioncontext isset, then overwrite value of evar23 with contextdata.colesapp.dim.actioncontext","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.applinkuri isset, then overwrite value of evar79 with contextdata.colesapp.dim.applinkuri","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.applinkdestination isset, then overwrite value of contextdata.a.action with concatenated value (contextdata.a.action : contextdata.colesapp.dim.applinkdestination)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.applinkreferrer isset, then overwrite value of prop49 with contextdata.colesapp.dim.applinkreferrer","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.totalOrderCount isset, then overwrite value of evar11 with contextdata.colesapp.event.totalordercount","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.totalordercount isset, then overwrite value of evar12 with custom value 'Experienced'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.totalordercount equals any of (0), then overwrite value of evar12 with custom value 'New'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.errortitle isset, then set event499 to custom value '1'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.login isset, then set event3 to custom value '1'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.login isset, then set event16 to custom value '1'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.profile.previouspage isset, then overwrite value of evar160 with contextdata.colesapp.dim.profile.previouspage","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.profile.previoushit isset, then overwrite value of evar163 with contextdata.colesapp.dim.profile.previoushit","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename isset, then overwrite value of evar50 with pagename","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action isset, then overwrite value of evar50 with contextdata.a.action","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.notificationPermissionContext isset, then overwrite value of evar156 with concatenated value (contextdata.colesapp.dim.notificationpermission : contextdata.colesapp.dim.notificationPermissionContext)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.locationpermissionprompt isset, then overwrite value of evar144 with custom value 'Location Permission Prompt Displayed'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.notificationpermissionprompt isset, then overwrite value of evar156 with custom value 'Notification Permission Prompt Displayed'","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.errortype isset, then overwrite value of evar67 with concatenated value (contextdata.colesapp.dim.errortype:contextdata.colesapp.dim.errortitle)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if evar67 endswith any of (:), then overwrite value of evar67 with contextdata.colesapp.dim.errortype","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.ccp isnotset, then overwrite value of evar91 with contextdata.colesapp.ccp.profileid","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.ccp.profiletype isset, then overwrite value of evar128 with concatenated value (contextdata.colesapp.ccp.orgtype : contextdata.colesapp.ccp.profiletype : unkown : contextdata.colesapp.ccp.role : contextdata.colesapp.ccp.orgid)","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.colesplusvalue notcontains any of (value), then overwrite value of evar106 with contextdata.colesapp.dim.colesplusvalue","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
"17","Coles App - App Launch, Common Analytics Variables, Permissions","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.deeplinkdestination isset, then overwrite value of evar104 with contextdata.colesapp.dim.deeplinkdestination","Peter Hutcheson Added eVar11 and eVar12.  Joris de Beer Added e499 when errorTitle. Joris de Beer Added event3/event16. 23/11 AJ Added previous page/hit and path node . 01/12 Notification permission context. 15/2/24 Added prompt values for v144 and v156, 22/2 Update to concatenate errorType and errorTitle for v67 . 2024-03-26 Coles Plus Plan v106 / 2024-06-06 Added eVar104        13/09/2024 Parvesh Added v124 for Coles Plus Saver and modified v106 to exclude the traffic containing ""value"""
